userid,questionid,filename,colorscale,frequency,tasktype,responseId,response,fresponse,correct,expcondition,trial,result,responseTime,confidence,sequenceid
1033,90,f3_blueyellow_0,blueyellow,7,clickbox,45487,B,NULL,B,3,2,1,4568,0,18
1033,97,f3_bodyheat_1,bodyheat,7,clickbox,45539,B,NULL,B,3,3,1,3343,0,18
1033,98,f3_coolwarm_1,coolwarm,7,clickbox,45650,B,NULL,A,3,3,0,2691,0,18
1033,99,f3_blueyellow_1,blueyellow,7,clickbox,45483,B,NULL,B,3,3,1,5746,0,18
1033,106,f3_bodyheat_2,bodyheat,7,clickbox,45542,A,NULL,A,3,4,1,2878,0,18
1033,107,f3_coolwarm_2,coolwarm,7,clickbox,45655,B,NULL,B,3,4,1,3156,0,18
1033,108,f3_blueyellow_2,blueyellow,7,clickbox,45492,A,NULL,A,3,4,1,2599,0,18
1033,115,f4_bodyheat_0,bodyheat,9,clickbox,45559,B,NULL,B,3,1,1,2808,0,18
1033,116,f4_coolwarm_0,coolwarm,9,clickbox,45662,A,NULL,A,3,1,1,2659,0,18
1033,117,f4_blueyellow_0,blueyellow,9,clickbox,45499,B,NULL,B,3,1,1,3709,0,18
1033,124,f4_bodyheat_1,bodyheat,9,clickbox,45556,B,NULL,A,3,2,0,4906,0,18
1033,125,f4_coolwarm_1,coolwarm,9,clickbox,45663,A,NULL,B,3,2,0,3777,0,18
1033,126,f4_blueyellow_1,blueyellow,9,clickbox,45498,B,NULL,A,3,2,0,4916,0,18
1033,133,f4_bodyheat_2,bodyheat,9,clickbox,45551,B,NULL,B,3,3,1,1830,0,18
1033,134,f4_coolwarm_2,coolwarm,9,clickbox,45665,A,NULL,A,3,3,1,3018,0,18
1033,135,f4_blueyellow_2,blueyellow,9,clickbox,45496,A,NULL,B,3,3,0,6195,0,18
1033,142,f4_bodyheat_0,bodyheat,9,clickbox,45549,B,NULL,B,3,4,1,2443,0,18
1033,143,f4_coolwarm_0,coolwarm,9,clickbox,45667,B,NULL,A,3,4,0,6971,0,18
1033,144,f4_blueyellow_0,blueyellow,9,clickbox,45501,B,NULL,B,3,4,1,3352,0,18
1033,151,f5_bodyheat_1,bodyheat,11,clickbox,45605,B,NULL,B,3,1,1,63981,0,18
1033,152,f5_coolwarm_1,coolwarm,11,clickbox,45673,A,NULL,A,3,1,1,4163,0,18
1033,153,f5_blueyellow_1,blueyellow,11,clickbox,45508,B,NULL,B,3,1,1,5471,0,18
1033,160,f5_bodyheat_2,bodyheat,11,clickbox,45562,B,NULL,B,3,2,1,2374,0,18
1033,161,f5_coolwarm_2,coolwarm,11,clickbox,45671,B,NULL,A,3,2,0,4303,0,18
1033,162,f5_blueyellow_2,blueyellow,11,clickbox,45512,B,NULL,B,3,2,1,3462,0,18
1033,169,f5_bodyheat_0,bodyheat,11,clickbox,45572,B,NULL,B,3,3,1,6913,0,18
1033,170,f5_coolwarm_0,coolwarm,11,clickbox,45670,A,NULL,A,3,3,1,3313,0,18
1033,171,f5_blueyellow_0,blueyellow,11,clickbox,45505,B,NULL,B,3,3,1,3649,0,18
1033,178,f5_bodyheat_1,bodyheat,11,clickbox,45566,A,NULL,A,3,4,1,4896,0,18
1033,179,f5_coolwarm_1,coolwarm,11,clickbox,45669,B,NULL,B,3,4,1,3619,0,18
1033,180,f5_blueyellow_1,blueyellow,11,clickbox,45504,A,NULL,A,3,4,1,3373,0,18
1034,7,f1_bodyheat_0,bodyheat,3,clickbox,46094,B,NULL,B,3,1,1,85596,0,16
1034,8,f1_coolwarm_0,coolwarm,3,clickbox,45892,B,NULL,A,3,1,0,3448,0,16
1034,9,f1_blueyellow_0,blueyellow,3,clickbox,45966,A,NULL,B,3,1,0,5296,0,16
1034,16,f1_bodyheat_1,bodyheat,3,clickbox,46096,B,NULL,B,3,2,1,2840,0,16
1034,17,f1_coolwarm_1,coolwarm,3,clickbox,45877,B,NULL,A,3,2,0,3186,0,16
1034,18,f1_blueyellow_1,blueyellow,3,clickbox,45955,B,NULL,B,3,2,1,6968,0,16
1034,25,f1_bodyheat_2,bodyheat,3,clickbox,46069,B,NULL,A,3,3,0,4240,0,16
1034,26,f1_coolwarm_2,coolwarm,3,clickbox,45882,B,NULL,B,3,3,1,4035,0,16
1034,27,f1_blueyellow_2,blueyellow,3,clickbox,45959,B,NULL,A,3,3,0,3046,0,16
1034,34,f1_bodyheat_0,bodyheat,3,clickbox,46064,B,NULL,B,3,4,1,2696,0,16
1034,35,f1_coolwarm_0,coolwarm,3,clickbox,45884,A,NULL,A,3,4,1,2652,0,16
1034,36,f1_blueyellow_0,blueyellow,3,clickbox,45969,B,NULL,B,3,4,1,3162,0,16
1034,43,f2_bodyheat_1,bodyheat,5,clickbox,46104,B,NULL,A,3,1,0,34593,0,16
1034,44,f2_coolwarm_1,coolwarm,5,clickbox,45901,A,NULL,B,3,1,0,4867,0,16
1034,45,f2_blueyellow_1,blueyellow,5,clickbox,45979,B,NULL,A,3,1,0,3643,0,16
1034,52,f2_bodyheat_2,bodyheat,5,clickbox,46108,A,NULL,A,3,2,1,2679,0,16
1034,53,f2_coolwarm_2,coolwarm,5,clickbox,45895,B,NULL,B,3,2,1,3018,0,16
1034,54,f2_blueyellow_2,blueyellow,5,clickbox,45984,B,NULL,A,3,2,0,4142,0,16
1034,61,f2_bodyheat_0,bodyheat,5,clickbox,46110,A,NULL,B,3,3,0,2880,0,16
1034,62,f2_coolwarm_0,coolwarm,5,clickbox,45897,A,NULL,A,3,3,1,2976,0,16
1034,63,f2_blueyellow_0,blueyellow,5,clickbox,45989,B,NULL,B,3,3,1,4491,0,16
1034,70,f2_bodyheat_1,bodyheat,5,clickbox,46106,B,NULL,B,3,4,1,3663,0,16
1034,71,f2_coolwarm_1,coolwarm,5,clickbox,45903,A,NULL,A,3,4,1,2708,0,16
1034,72,f2_blueyellow_1,blueyellow,5,clickbox,45974,B,NULL,B,3,4,1,2540,0,16
1034,79,f3_bodyheat_2,bodyheat,7,clickbox,46120,A,NULL,B,3,1,0,3392,0,16
1034,80,f3_coolwarm_2,coolwarm,7,clickbox,45917,A,NULL,A,3,1,1,3416,0,16
1034,81,f3_blueyellow_2,blueyellow,7,clickbox,45993,B,NULL,B,3,1,1,3422,0,16
1034,88,f3_bodyheat_0,bodyheat,7,clickbox,46115,B,NULL,B,3,2,1,3068,0,16
1034,89,f3_coolwarm_0,coolwarm,7,clickbox,45920,A,NULL,A,3,2,1,2919,0,16
1034,90,f3_blueyellow_0,blueyellow,7,clickbox,46006,B,NULL,B,3,2,1,2416,0,16
1034,97,f3_bodyheat_1,bodyheat,7,clickbox,46117,B,NULL,B,3,3,1,2450,0,16
1034,98,f3_coolwarm_1,coolwarm,7,clickbox,45908,B,NULL,A,3,3,0,9460,0,16
1034,99,f3_blueyellow_1,blueyellow,7,clickbox,46011,A,NULL,B,3,3,0,2974,0,16
1034,106,f3_bodyheat_2,bodyheat,7,clickbox,46113,A,NULL,A,3,4,1,4972,0,16
1034,107,f3_coolwarm_2,coolwarm,7,clickbox,45914,B,NULL,B,3,4,1,6094,0,16
1034,108,f3_blueyellow_2,blueyellow,7,clickbox,46001,A,NULL,A,3,4,1,10054,0,16
1034,115,f4_bodyheat_0,bodyheat,9,clickbox,46129,A,NULL,B,3,1,0,2794,0,16
1034,116,f4_coolwarm_0,coolwarm,9,clickbox,45932,A,NULL,A,3,1,1,2832,0,16
1034,117,f4_blueyellow_0,blueyellow,9,clickbox,46031,B,NULL,B,3,1,1,2334,0,16
1034,124,f4_bodyheat_1,bodyheat,9,clickbox,46139,A,NULL,A,3,2,1,2635,0,16
1034,125,f4_coolwarm_1,coolwarm,9,clickbox,45929,B,NULL,B,3,2,1,4315,0,16
1034,126,f4_blueyellow_1,blueyellow,9,clickbox,46013,B,NULL,A,3,2,0,3302,0,16
1034,133,f4_bodyheat_2,bodyheat,9,clickbox,46126,B,NULL,B,3,3,1,2642,0,16
1034,134,f4_coolwarm_2,coolwarm,9,clickbox,45926,A,NULL,A,3,3,1,3710,0,16
1034,135,f4_blueyellow_2,blueyellow,9,clickbox,46033,B,NULL,B,3,3,1,2338,0,16
1034,142,f4_bodyheat_0,bodyheat,9,clickbox,46123,B,NULL,B,3,4,1,2477,0,16
1034,143,f4_coolwarm_0,coolwarm,9,clickbox,45923,A,NULL,A,3,4,1,6179,0,16
1034,144,f4_blueyellow_0,blueyellow,9,clickbox,46029,B,NULL,B,3,4,1,32570,0,16
1034,151,f5_bodyheat_1,bodyheat,11,clickbox,46145,B,NULL,B,3,1,1,2438,0,16
1034,152,f5_coolwarm_1,coolwarm,11,clickbox,45949,A,NULL,A,3,1,1,3074,0,16
1034,153,f5_blueyellow_1,blueyellow,11,clickbox,46054,B,NULL,B,3,1,1,7192,0,16
1034,160,f5_bodyheat_2,bodyheat,11,clickbox,46142,B,NULL,B,3,2,1,2540,0,16
1034,161,f5_coolwarm_2,coolwarm,11,clickbox,45941,A,NULL,A,3,2,1,3887,0,16
1034,162,f5_blueyellow_2,blueyellow,11,clickbox,46039,A,NULL,B,3,2,0,3240,0,16
1034,169,f5_bodyheat_0,bodyheat,11,clickbox,46161,A,NULL,B,3,3,0,2942,0,16
1034,170,f5_coolwarm_0,coolwarm,11,clickbox,45945,A,NULL,A,3,3,1,2926,0,16
1034,171,f5_blueyellow_0,blueyellow,11,clickbox,46060,B,NULL,B,3,3,1,4318,0,16
1034,178,f5_bodyheat_1,bodyheat,11,clickbox,46150,B,NULL,A,3,4,0,5482,0,16
1034,179,f5_coolwarm_1,coolwarm,11,clickbox,45937,B,NULL,B,3,4,1,4408,0,16
1034,180,f5_blueyellow_1,blueyellow,11,clickbox,46050,A,NULL,A,3,4,1,3558,0,16
1035,7,f1_bodyheat_0,bodyheat,3,clickbox,45913,A,NULL,B,3,1,0,3744,0,18
1035,8,f1_coolwarm_0,coolwarm,3,clickbox,46002,B,NULL,A,3,1,0,2368,0,18
1035,9,f1_blueyellow_0,blueyellow,3,clickbox,45730,B,NULL,B,3,1,1,2952,0,18
1035,16,f1_bodyheat_1,bodyheat,3,clickbox,45915,B,NULL,B,3,2,1,2256,0,18
1035,17,f1_coolwarm_1,coolwarm,3,clickbox,46015,A,NULL,A,3,2,1,5696,0,18
1035,18,f1_blueyellow_1,blueyellow,3,clickbox,45727,B,NULL,B,3,2,1,3001,0,18
1035,25,f1_bodyheat_2,bodyheat,3,clickbox,45906,B,NULL,A,3,3,0,4560,0,18
1035,26,f1_coolwarm_2,coolwarm,3,clickbox,46009,A,NULL,B,3,3,0,8981,0,18
1035,27,f1_blueyellow_2,blueyellow,3,clickbox,45718,B,NULL,A,3,3,0,4160,0,18
1035,34,f1_bodyheat_0,bodyheat,3,clickbox,45910,B,NULL,B,3,4,1,4632,0,18
1035,35,f1_coolwarm_0,coolwarm,3,clickbox,46000,A,NULL,A,3,4,1,2768,0,18
1035,36,f1_blueyellow_0,blueyellow,3,clickbox,45722,B,NULL,B,3,4,1,3433,0,18
1035,43,f2_bodyheat_1,bodyheat,5,clickbox,45938,B,NULL,A,3,1,0,4120,0,18
1035,44,f2_coolwarm_1,coolwarm,5,clickbox,46021,A,NULL,B,3,1,0,2119,0,18
1035,45,f2_blueyellow_1,blueyellow,5,clickbox,45734,B,NULL,A,3,1,0,3072,0,18
1035,52,f2_bodyheat_2,bodyheat,5,clickbox,45930,A,NULL,A,3,2,1,28369,0,18
1035,53,f2_coolwarm_2,coolwarm,5,clickbox,46025,B,NULL,B,3,2,1,3198,0,18
1035,54,f2_blueyellow_2,blueyellow,5,clickbox,45867,A,NULL,A,3,2,1,3456,0,18
1035,61,f2_bodyheat_0,bodyheat,5,clickbox,45942,B,NULL,B,3,3,1,2632,0,18
1035,62,f2_coolwarm_0,coolwarm,5,clickbox,46026,A,NULL,A,3,3,1,2672,0,18
1035,63,f2_blueyellow_0,blueyellow,5,clickbox,45866,B,NULL,B,3,3,1,467846,0,18
1035,70,f2_bodyheat_1,bodyheat,5,clickbox,45933,B,NULL,B,3,4,1,3128,0,18
1035,71,f2_coolwarm_1,coolwarm,5,clickbox,46018,A,NULL,A,3,4,1,5761,0,18
1035,72,f2_blueyellow_1,blueyellow,5,clickbox,45732,B,NULL,B,3,4,1,2576,0,18
1035,79,f3_bodyheat_2,bodyheat,7,clickbox,45951,A,NULL,B,3,1,0,2688,0,18
1035,80,f3_coolwarm_2,coolwarm,7,clickbox,46045,B,NULL,A,3,1,0,2721,0,18
1035,81,f3_blueyellow_2,blueyellow,7,clickbox,45876,A,NULL,B,3,1,0,2848,0,18
1035,88,f3_bodyheat_0,bodyheat,7,clickbox,45946,B,NULL,B,3,2,1,2791,0,18
1035,89,f3_coolwarm_0,coolwarm,7,clickbox,46043,A,NULL,A,3,2,1,2598,0,18
1035,90,f3_blueyellow_0,blueyellow,7,clickbox,45870,B,NULL,B,3,2,1,2224,0,18
1035,97,f3_bodyheat_1,bodyheat,7,clickbox,45948,B,NULL,B,3,3,1,2479,0,18
1035,98,f3_coolwarm_1,coolwarm,7,clickbox,46048,A,NULL,A,3,3,1,3968,0,18
1035,99,f3_blueyellow_1,blueyellow,7,clickbox,45874,B,NULL,B,3,3,1,2760,0,18
1035,106,f3_bodyheat_2,bodyheat,7,clickbox,45957,A,NULL,A,3,4,1,3072,0,18
1035,107,f3_coolwarm_2,coolwarm,7,clickbox,46040,B,NULL,B,3,4,1,2001,0,18
1035,108,f3_blueyellow_2,blueyellow,7,clickbox,45872,A,NULL,A,3,4,1,7109,0,18
1035,115,f4_bodyheat_0,bodyheat,9,clickbox,45961,B,NULL,B,3,1,1,2449,0,18
1035,116,f4_coolwarm_0,coolwarm,9,clickbox,46055,A,NULL,A,3,1,1,2648,0,18
1035,117,f4_blueyellow_0,blueyellow,9,clickbox,45887,B,NULL,B,3,1,1,2640,0,18
1035,124,f4_bodyheat_1,bodyheat,9,clickbox,45968,A,NULL,A,3,2,1,2992,0,18
1035,125,f4_coolwarm_1,coolwarm,9,clickbox,46059,B,NULL,B,3,2,1,7976,0,18
1035,126,f4_blueyellow_1,blueyellow,9,clickbox,45889,A,NULL,A,3,2,1,2639,0,18
1035,133,f4_bodyheat_2,bodyheat,9,clickbox,45965,B,NULL,B,3,3,1,3137,0,18
1035,134,f4_coolwarm_2,coolwarm,9,clickbox,46051,A,NULL,A,3,3,1,4192,0,18
1035,135,f4_blueyellow_2,blueyellow,9,clickbox,45881,B,NULL,B,3,3,1,2976,0,18
1035,142,f4_bodyheat_0,bodyheat,9,clickbox,45972,B,NULL,B,3,4,1,3368,0,18
1035,143,f4_coolwarm_0,coolwarm,9,clickbox,46063,A,NULL,A,3,4,1,2769,0,18
1035,144,f4_blueyellow_0,blueyellow,9,clickbox,45886,B,NULL,B,3,4,1,2712,0,18
1035,151,f5_bodyheat_1,bodyheat,11,clickbox,45982,B,NULL,B,3,1,1,2432,0,18
1035,152,f5_coolwarm_1,coolwarm,11,clickbox,46066,A,NULL,A,3,1,1,3048,0,18
1035,153,f5_blueyellow_1,blueyellow,11,clickbox,45902,B,NULL,B,3,1,1,2704,0,18
1035,160,f5_bodyheat_2,bodyheat,11,clickbox,45978,B,NULL,B,3,2,1,2936,0,18
1035,161,f5_coolwarm_2,coolwarm,11,clickbox,46073,A,NULL,A,3,2,1,2944,0,18
1035,162,f5_blueyellow_2,blueyellow,11,clickbox,45899,B,NULL,B,3,2,1,4113,0,18
1035,169,f5_bodyheat_0,bodyheat,11,clickbox,45990,B,NULL,B,3,3,1,5820,0,18
1035,170,f5_coolwarm_0,coolwarm,11,clickbox,46072,A,NULL,A,3,3,1,2233,0,18
1035,171,f5_blueyellow_0,blueyellow,11,clickbox,45894,B,NULL,B,3,3,1,2440,0,18
1035,178,f5_bodyheat_1,bodyheat,11,clickbox,45995,A,NULL,A,3,4,1,3168,0,18
1035,179,f5_coolwarm_1,coolwarm,11,clickbox,46070,B,NULL,B,3,4,1,3921,0,18
1035,180,f5_blueyellow_1,blueyellow,11,clickbox,45891,A,NULL,A,3,4,1,5096,0,18
1036,7,f1_bodyheat_0,bodyheat,3,clickbox,45696,B,NULL,B,3,1,1,6896,0,13
1036,8,f1_coolwarm_0,coolwarm,3,clickbox,45728,B,NULL,A,3,1,0,10521,0,13
1036,9,f1_blueyellow_0,blueyellow,3,clickbox,45767,A,NULL,B,3,1,0,8031,0,13
1036,16,f1_bodyheat_1,bodyheat,3,clickbox,45699,B,NULL,B,3,2,1,9312,0,13
1036,17,f1_coolwarm_1,coolwarm,3,clickbox,45731,A,NULL,A,3,2,1,8429,0,13
1036,18,f1_blueyellow_1,blueyellow,3,clickbox,45775,A,NULL,B,3,2,0,6822,0,13
1036,25,f1_bodyheat_2,bodyheat,3,clickbox,45693,A,NULL,A,3,3,1,16648,0,13
1036,26,f1_coolwarm_2,coolwarm,3,clickbox,45725,A,NULL,B,3,3,0,6560,0,13
1036,27,f1_blueyellow_2,blueyellow,3,clickbox,45768,A,NULL,A,3,3,1,4792,0,13
1036,34,f1_bodyheat_0,bodyheat,3,clickbox,45698,B,NULL,B,3,4,1,10064,0,13
1036,35,f1_coolwarm_0,coolwarm,3,clickbox,45735,A,NULL,A,3,4,1,7080,0,13
1036,36,f1_blueyellow_0,blueyellow,3,clickbox,45772,A,NULL,B,3,4,0,7489,0,13
1036,43,f2_bodyheat_1,bodyheat,5,clickbox,45700,B,NULL,A,3,1,0,4016,0,13
1036,44,f2_coolwarm_1,coolwarm,5,clickbox,45742,A,NULL,B,3,1,0,7784,0,13
1036,45,f2_blueyellow_1,blueyellow,5,clickbox,45788,B,NULL,A,3,1,0,6288,0,13
1036,52,f2_bodyheat_2,bodyheat,5,clickbox,45702,A,NULL,A,3,2,1,6216,0,13
1036,53,f2_coolwarm_2,coolwarm,5,clickbox,45740,B,NULL,B,3,2,1,7924,0,13
1036,54,f2_blueyellow_2,blueyellow,5,clickbox,45784,A,NULL,A,3,2,1,4680,0,13
1036,61,f2_bodyheat_0,bodyheat,5,clickbox,45701,B,NULL,B,3,3,1,7208,0,13
1036,62,f2_coolwarm_0,coolwarm,5,clickbox,45736,B,NULL,A,3,3,0,7168,0,13
1036,63,f2_blueyellow_0,blueyellow,5,clickbox,45782,A,NULL,B,3,3,0,10791,0,13
1036,70,f2_bodyheat_1,bodyheat,5,clickbox,45703,B,NULL,B,3,4,1,4568,0,13
1036,71,f2_coolwarm_1,coolwarm,5,clickbox,45744,A,NULL,A,3,4,1,13184,0,13
1036,72,f2_blueyellow_1,blueyellow,5,clickbox,45779,B,NULL,B,3,4,1,5488,0,13
1036,79,f3_bodyheat_2,bodyheat,7,clickbox,45708,B,NULL,B,3,1,1,12273,0,13
1036,80,f3_coolwarm_2,coolwarm,7,clickbox,45749,A,NULL,A,3,1,1,4480,0,13
1036,81,f3_blueyellow_2,blueyellow,7,clickbox,45796,B,NULL,B,3,1,1,7184,0,13
1036,88,f3_bodyheat_0,bodyheat,7,clickbox,45709,B,NULL,B,3,2,1,3672,0,13
1036,89,f3_coolwarm_0,coolwarm,7,clickbox,45751,A,NULL,A,3,2,1,12208,0,13
1036,90,f3_blueyellow_0,blueyellow,7,clickbox,45799,B,NULL,B,3,2,1,5266,0,13
1036,97,f3_bodyheat_1,bodyheat,7,clickbox,45704,A,NULL,B,3,3,0,6992,0,13
1036,98,f3_coolwarm_1,coolwarm,7,clickbox,45746,A,NULL,A,3,3,1,7554,0,13
1036,99,f3_blueyellow_1,blueyellow,7,clickbox,45793,B,NULL,B,3,3,1,11336,0,13
1036,106,f3_bodyheat_2,bodyheat,7,clickbox,45705,A,NULL,A,3,4,1,5056,0,13
1036,107,f3_coolwarm_2,coolwarm,7,clickbox,45748,B,NULL,B,3,4,1,6874,0,13
1036,108,f3_blueyellow_2,blueyellow,7,clickbox,45794,A,NULL,A,3,4,1,4850,0,13
1036,115,f4_bodyheat_0,bodyheat,9,clickbox,45710,B,NULL,B,3,1,1,4120,0,13
1036,116,f4_coolwarm_0,coolwarm,9,clickbox,45756,A,NULL,A,3,1,1,6128,0,13
1036,117,f4_blueyellow_0,blueyellow,9,clickbox,45802,B,NULL,B,3,1,1,5977,0,13
1036,124,f4_bodyheat_1,bodyheat,9,clickbox,45714,A,NULL,A,3,2,1,4865,0,13
1036,125,f4_coolwarm_1,coolwarm,9,clickbox,45754,A,NULL,B,3,2,0,10919,0,13
1036,126,f4_blueyellow_1,blueyellow,9,clickbox,45806,B,NULL,A,3,2,0,5360,0,13
1036,133,f4_bodyheat_2,bodyheat,9,clickbox,45715,B,NULL,B,3,3,1,4351,0,13
1036,134,f4_coolwarm_2,coolwarm,9,clickbox,45757,A,NULL,A,3,3,1,6544,0,13
1036,135,f4_blueyellow_2,blueyellow,9,clickbox,45812,B,NULL,B,3,3,1,13408,0,13
1036,142,f4_bodyheat_0,bodyheat,9,clickbox,45712,B,NULL,B,3,4,1,2953,0,13
1036,143,f4_coolwarm_0,coolwarm,9,clickbox,45755,A,NULL,A,3,4,1,8080,0,13
1036,144,f4_blueyellow_0,blueyellow,9,clickbox,45809,B,NULL,B,3,4,1,3664,0,13
1036,151,f5_bodyheat_1,bodyheat,11,clickbox,45720,B,NULL,B,3,1,1,3998,0,13
1036,152,f5_coolwarm_1,coolwarm,11,clickbox,45759,A,NULL,A,3,1,1,4864,0,13
1036,153,f5_blueyellow_1,blueyellow,11,clickbox,45820,B,NULL,B,3,1,1,2992,0,13
1036,160,f5_bodyheat_2,bodyheat,11,clickbox,45721,B,NULL,B,3,2,1,3008,0,13
1036,161,f5_coolwarm_2,coolwarm,11,clickbox,45766,A,NULL,A,3,2,1,4664,0,13
1036,162,f5_blueyellow_2,blueyellow,11,clickbox,45823,B,NULL,B,3,2,1,3744,0,13
1036,169,f5_bodyheat_0,bodyheat,11,clickbox,45723,B,NULL,B,3,3,1,3328,0,13
1036,170,f5_coolwarm_0,coolwarm,11,clickbox,45760,B,NULL,A,3,3,0,5104,0,13
1036,171,f5_blueyellow_0,blueyellow,11,clickbox,45818,B,NULL,B,3,3,1,8463,0,13
1036,178,f5_bodyheat_1,bodyheat,11,clickbox,45717,A,NULL,A,3,4,1,4832,0,13
1036,179,f5_coolwarm_1,coolwarm,11,clickbox,45764,B,NULL,B,3,4,1,9088,0,13
1036,180,f5_blueyellow_1,blueyellow,11,clickbox,45814,A,NULL,A,3,4,1,4656,0,13
1037,4,f1_singlehue_0,singlehue,3,clickbox,45916,B,NULL,B,2,1,1,5680,0,12
1037,5,f1_extbodyheat_0,extbodyheat,3,clickbox,46005,A,NULL,A,2,1,1,10191,0,12
1037,6,f1_spectral_0,spectral,3,clickbox,45840,B,NULL,B,2,1,1,8407,0,12
1037,13,f1_singlehue_1,singlehue,3,clickbox,45909,A,NULL,B,2,2,0,9055,0,12
1037,14,f1_extbodyheat_1,extbodyheat,3,clickbox,45997,B,NULL,A,2,2,0,2840,0,12
1037,15,f1_spectral_1,spectral,3,clickbox,45824,A,NULL,B,2,2,0,11023,0,12
1037,22,f1_singlehue_2,singlehue,3,clickbox,45905,A,NULL,A,2,3,1,7480,0,12
1037,23,f1_extbodyheat_2,extbodyheat,3,clickbox,45994,B,NULL,B,2,3,1,6544,0,12
1037,24,f1_spectral_2,spectral,3,clickbox,45829,A,NULL,A,2,3,1,14407,0,12
1037,31,f1_singlehue_0,singlehue,3,clickbox,45912,A,NULL,B,2,4,0,5352,0,12
1037,32,f1_extbodyheat_0,extbodyheat,3,clickbox,46008,B,NULL,A,2,4,0,7264,0,12
1037,33,f1_spectral_0,spectral,3,clickbox,45837,A,NULL,B,2,4,0,20407,0,12
1037,40,f2_singlehue_1,singlehue,5,clickbox,45925,B,NULL,A,2,1,0,4728,0,12
1037,41,f2_extbodyheat_1,extbodyheat,5,clickbox,46020,A,NULL,B,2,1,0,3888,0,12
1037,42,f2_spectral_1,spectral,5,clickbox,45850,B,NULL,A,2,1,0,11775,0,12
1037,49,f2_singlehue_2,singlehue,5,clickbox,45921,A,NULL,A,2,2,1,3487,0,12
1037,50,f2_extbodyheat_2,extbodyheat,5,clickbox,46023,B,NULL,B,2,2,1,5672,0,12
1037,51,f2_spectral_2,spectral,5,clickbox,45854,A,NULL,A,2,2,1,4160,0,12
1037,58,f2_singlehue_0,singlehue,5,clickbox,45919,A,NULL,B,2,3,0,2184,0,12
1037,59,f2_extbodyheat_0,extbodyheat,5,clickbox,46017,A,NULL,A,2,3,1,7400,0,12
1037,60,f2_spectral_0,spectral,5,clickbox,45863,A,NULL,B,2,3,0,20407,0,12
1037,67,f2_singlehue_1,singlehue,5,clickbox,45927,B,NULL,B,2,4,1,2736,0,12
1037,68,f2_extbodyheat_1,extbodyheat,5,clickbox,46014,A,NULL,A,2,4,1,6856,0,12
1037,69,f2_spectral_1,spectral,5,clickbox,45846,B,NULL,B,2,4,1,7951,0,12
1037,76,f3_singlehue_2,singlehue,7,clickbox,45935,A,NULL,B,2,1,0,2896,0,12
1037,77,f3_extbodyheat_2,extbodyheat,7,clickbox,46034,A,NULL,A,2,1,1,2992,0,12
1037,78,f3_spectral_2,spectral,7,clickbox,45865,B,NULL,B,2,1,1,3336,0,12
1037,85,f3_singlehue_0,singlehue,7,clickbox,45934,A,NULL,B,2,2,0,14543,0,12
1037,86,f3_extbodyheat_0,extbodyheat,7,clickbox,46028,A,NULL,A,2,2,1,10263,0,12
1037,87,f3_spectral_0,spectral,7,clickbox,45871,B,NULL,B,2,2,1,6616,0,12
1037,94,f3_singlehue_1,singlehue,7,clickbox,45939,B,NULL,B,2,3,1,2792,0,12
1037,95,f3_extbodyheat_1,extbodyheat,7,clickbox,46032,A,NULL,A,2,3,1,4344,0,12
1037,96,f3_spectral_1,spectral,7,clickbox,45873,A,NULL,B,2,3,0,4544,0,12
1037,103,f3_singlehue_2,singlehue,7,clickbox,45943,B,NULL,A,2,4,0,2664,0,12
1037,104,f3_extbodyheat_2,extbodyheat,7,clickbox,46030,B,NULL,B,2,4,1,2936,0,12
1037,105,f3_spectral_2,spectral,7,clickbox,45868,A,NULL,A,2,4,1,24470,0,12
1037,112,f4_singlehue_0,singlehue,9,clickbox,45956,A,NULL,B,2,1,0,3128,0,12
1037,113,f4_extbodyheat_0,extbodyheat,9,clickbox,46038,B,NULL,A,2,1,0,16095,0,12
1037,114,f4_spectral_0,spectral,9,clickbox,45880,B,NULL,B,2,1,1,3656,0,12
1037,121,f4_singlehue_1,singlehue,9,clickbox,45963,A,NULL,A,2,2,1,4928,0,12
1037,122,f4_extbodyheat_1,extbodyheat,9,clickbox,46042,A,NULL,B,2,2,0,7751,0,12
1037,123,f4_spectral_1,spectral,9,clickbox,45878,B,NULL,A,2,2,0,9647,0,12
1037,130,f4_singlehue_2,singlehue,9,clickbox,45953,B,NULL,B,2,3,1,9807,0,12
1037,131,f4_extbodyheat_2,extbodyheat,9,clickbox,46053,B,NULL,A,2,3,0,8839,0,12
1037,132,f4_spectral_2,spectral,9,clickbox,45890,B,NULL,B,2,3,1,11607,0,12
1037,139,f4_singlehue_0,singlehue,9,clickbox,45971,A,NULL,B,2,4,0,8431,0,12
1037,140,f4_extbodyheat_0,extbodyheat,9,clickbox,46047,B,NULL,A,2,4,0,12175,0,12
1037,141,f4_spectral_0,spectral,9,clickbox,45885,B,NULL,B,2,4,1,4496,0,12
1037,148,f5_singlehue_1,singlehue,11,clickbox,45981,A,NULL,B,2,1,0,5600,0,12
1037,149,f5_extbodyheat_1,extbodyheat,11,clickbox,46065,A,NULL,A,2,1,1,4296,0,12
1037,150,f5_spectral_1,spectral,11,clickbox,45893,B,NULL,B,2,1,1,5240,0,12
1037,157,f5_singlehue_2,singlehue,11,clickbox,45976,A,NULL,B,2,2,0,3488,0,12
1037,158,f5_extbodyheat_2,extbodyheat,11,clickbox,46057,B,NULL,A,2,2,0,6560,0,12
