userid,questionid,filename,colorscale,frequency,tasktype,responseId,response,fresponse,correct,result,responseTime,confidence,sequenceid
671,95,f3_greyscale,greyscale,7,click,31993,96.292,0.00231848,1,0,5443,0,4
671,96,f3_cubehelix,cubehelix,7,click,31496,430.334,0.0152183,0,1,7988,0,4
671,97,f3_cubehelix,cubehelix,7,click,31467,634.308,0.208189,0.25,1,17722,0,4
671,98,f3_cubehelix,cubehelix,7,click,31472,648.53,0.498025,0.5,1,11286,0,4
671,99,f3_cubehelix,cubehelix,7,click,31491,310.257,0.761752,0.75,1,18040,0,4
671,100,f3_cubehelix,cubehelix,7,click,31505,363.294,0.99662,1,1,7196,0,4
671,101,f3_rainbow,rainbow,7,click,31683,634.303,0.0401358,0,1,8375,0,4
671,102,f3_rainbow,rainbow,7,click,31675,448.339,0.269453,0.25,1,16077,0,4
671,103,f3_rainbow,rainbow,7,click,31796,436.315,0.53972,0.5,1,7325,0,4
671,104,f3_rainbow,rainbow,7,click,31807,412.279,0.751434,0.75,1,16151,0,4
671,105,f3_rainbow,rainbow,7,click,31789,455.296,0.973185,1,1,6497,0,4
671,136,f4_greyscale,greyscale,9,click,32026,208.64,0.0354236,0,1,8045,0,4
671,137,f4_greyscale,greyscale,9,click,32023,187.399,0.277586,0.25,1,9513,0,4
671,138,f4_greyscale,greyscale,9,click,32018,387.411,0.411157,0.5,1,15655,0,4
671,139,f4_greyscale,greyscale,9,click,32030,123.124,0.661605,0.75,1,9950,0,4
671,140,f4_greyscale,greyscale,9,click,32032,563.125,0.990645,1,1,7005,0,4
671,141,f4_cubehelix,cubehelix,9,click,31535,789.83,0.0350893,0,1,5512,0,4
671,142,f4_cubehelix,cubehelix,9,click,31516,587.424,0.226201,0.25,1,16210,0,4
671,143,f4_cubehelix,cubehelix,9,click,31549,800.316,0.5009,0.5,1,20298,0,4
671,144,f4_cubehelix,cubehelix,9,click,31525,191.276,0.744227,0.75,1,14257,0,4
671,145,f4_cubehelix,cubehelix,9,click,31532,587.245,0.986201,1,1,6317,0,4
671,146,f4_rainbow,rainbow,9,click,31822,271.322,0.0189293,0,1,12376,0,4
671,147,f4_rainbow,rainbow,9,click,31830,615.466,0.244623,0.25,1,11549,0,4
671,148,f4_rainbow,rainbow,9,click,31837,553.517,0.494393,0.5,1,9442,0,4
671,149,f4_rainbow,rainbow,9,click,31846,551.501,0.757861,0.75,1,9110,0,4
671,150,f4_rainbow,rainbow,9,click,31814,564.506,0.991835,1,1,6531,0,4
671,181,f5_greyscale,greyscale,11,click,32036,241.272,0.00583234,0,1,7122,0,4
671,182,f5_greyscale,greyscale,11,click,32051,191.491,0.166837,0.25,1,10057,0,4
671,183,f5_greyscale,greyscale,11,click,32044,408.265,0.344258,0.5,0,21014,0,4
671,184,f5_greyscale,greyscale,11,click,32055,332.265,0.707283,0.75,1,6982,0,4
671,185,f5_greyscale,greyscale,11,click,32048,158.2,0.92294,1,1,5230,0,4
671,186,f5_cubehelix,cubehelix,11,click,31579,260.371,0.00863779,0,1,8695,0,4
671,187,f5_cubehelix,cubehelix,11,click,31565,329.37,0.24434,0.25,1,11047,0,4
671,188,f5_cubehelix,cubehelix,11,click,31558,63.251,0.509431,0.5,1,13853,0,4
671,189,f5_cubehelix,cubehelix,11,click,31586,122.541,0.786118,0.75,1,13536,0,4
671,190,f5_cubehelix,cubehelix,11,click,31573,493.95,0.933286,1,1,8223,0,4
671,191,f5_rainbow,rainbow,11,click,31877,306.404,0.0207904,0,1,5158,0,4
671,192,f5_rainbow,rainbow,11,click,31888,636.379,0.288409,0.25,1,17357,0,4
671,193,f5_rainbow,rainbow,11,click,31852,446.305,0.519809,0.5,1,6802,0,4
671,194,f5_rainbow,rainbow,11,click,31904,591.602,0.797365,0.75,1,13543,0,4
671,195,f5_rainbow,rainbow,11,click,31895,331.93,0.959245,1,1,7015,0,4
672,16,f1_singlehue,singlehue,3,click,31385,295.372,0.000139428,0,1,11312,0,11
672,17,f1_singlehue,singlehue,3,click,31394,418.519,0.173918,0.25,1,15064,0,11
672,18,f1_singlehue,singlehue,3,click,31399,684.231,0.412538,0.5,1,17992,0,11
672,19,f1_singlehue,singlehue,3,click,31389,728.394,0.656411,0.75,1,15496,0,11
672,20,f1_singlehue,singlehue,3,click,31379,475.259,0.968076,1,1,7440,0,11
672,21,f1_extbodyheat,extbodyheat,3,click,31635,552.267,0.00584782,0,1,4896,0,11
672,22,f1_extbodyheat,extbodyheat,3,click,31643,569.361,0.209376,0.25,1,10488,0,11
672,23,f1_extbodyheat,extbodyheat,3,click,31626,466.415,0.491612,0.5,1,5048,0,11
672,24,f1_extbodyheat,extbodyheat,3,click,31630,394.42,0.670276,0.75,1,6912,0,11
672,25,f1_extbodyheat,extbodyheat,3,click,31632,323.373,0.996761,1,1,5728,0,11
672,26,f1_spectral,spectral,3,click,31515,282.246,0.00385163,0,1,4456,0,11
672,27,f1_spectral,spectral,3,click,31506,484.68,0.204593,0.25,1,5528,0,11
672,28,f1_spectral,spectral,3,click,31510,532.257,0.515944,0.5,1,9128,0,11
672,29,f1_spectral,spectral,3,click,31494,566.44,0.82487,0.75,1,14256,0,11
672,30,f1_spectral,spectral,3,click,31500,495.373,0.998123,1,1,6032,0,11
672,61,f2_singlehue,singlehue,5,click,31406,436.63,0.0328531,0,1,7080,0,11
672,62,f2_singlehue,singlehue,5,click,31417,518.373,0.0848927,0.25,0,13216,0,11
672,63,f2_singlehue,singlehue,5,click,31404,583.321,0.453136,0.5,1,18664,0,11
672,64,f2_singlehue,singlehue,5,click,31410,416.278,0.595114,0.75,0,10424,0,11
672,65,f2_singlehue,singlehue,5,click,31411,377.293,0.956754,1,1,5280,0,11
672,66,f2_extbodyheat,extbodyheat,5,click,31668,362.274,0.00584902,0,1,3464,0,11
672,67,f2_extbodyheat,extbodyheat,5,click,31663,636.472,0.244797,0.25,1,4728,0,11
672,68,f2_extbodyheat,extbodyheat,5,click,31659,588.4,0.49826,0.5,1,8776,0,11
672,69,f2_extbodyheat,extbodyheat,5,click,31647,716.243,0.813578,0.75,1,10768,0,11
672,70,f2_extbodyheat,extbodyheat,5,click,31653,74.14,0.994834,1,1,9760,0,11
672,71,f2_spectral,spectral,5,click,31527,435.286,0.011907,0,1,12392,0,11
672,72,f2_spectral,spectral,5,click,31541,722.483,0.224271,0.25,1,6784,0,11
672,73,f2_spectral,spectral,5,click,31536,639.571,0.511645,0.5,1,12000,0,11
672,74,f2_spectral,spectral,5,click,31545,756.326,0.795826,0.75,1,7224,0,11
672,75,f2_spectral,spectral,5,click,31521,745.137,0.999255,1,1,7528,0,11
672,106,f3_singlehue,singlehue,7,click,31435,237.65,0.0232649,0,1,9464,0,11
672,107,f3_singlehue,singlehue,7,click,31424,546.457,0.172965,0.25,1,9184,0,11
672,108,f3_singlehue,singlehue,7,click,31431,601.457,0.263715,0.5,0,6544,0,11
672,109,f3_singlehue,singlehue,7,click,31421,605.442,0.458077,0.75,0,5528,0,11
672,110,f3_singlehue,singlehue,7,click,31428,449.338,0.961935,1,1,5496,0,11
672,111,f3_extbodyheat,extbodyheat,7,click,31685,431.332,0.0198272,0,1,4968,0,11
672,112,f3_extbodyheat,extbodyheat,7,click,31673,644.453,0.222837,0.25,1,7136,0,11
672,113,f3_extbodyheat,extbodyheat,7,click,31677,650.408,0.494488,0.5,1,4128,0,11
672,114,f3_extbodyheat,extbodyheat,7,click,31690,407.264,0.735281,0.75,1,11184,0,11
672,115,f3_extbodyheat,extbodyheat,7,click,31680,363.295,0.987875,1,1,3369,0,11
672,116,f3_spectral,spectral,7,click,31572,90.348,0.00679118,0,1,8496,0,11
672,117,f3_spectral,spectral,7,click,31557,594.378,0.204462,0.25,1,10168,0,11
672,118,f3_spectral,spectral,7,click,31562,430.93,0.49936,0.5,1,7416,0,11
672,119,f3_spectral,spectral,7,click,31566,414.271,0.748636,0.75,1,9880,0,11
672,120,f3_spectral,spectral,7,click,31551,456.295,0.987875,1,1,5192,0,11
672,151,f4_singlehue,singlehue,9,click,31460,619.85,0.0529468,0,1,10032,0,11
672,152,f4_singlehue,singlehue,9,click,31449,589.473,0.126989,0.25,0,8888,0,11
672,153,f4_singlehue,singlehue,9,click,31443,531.346,0.457505,0.5,1,6440,0,11
672,154,f4_singlehue,singlehue,9,click,31455,304.43,0.507632,0.75,0,12560,0,11
672,155,f4_singlehue,singlehue,9,click,31440,563.125,0.990645,1,1,6752,0,11
672,156,f4_extbodyheat,extbodyheat,9,click,31704,409.163,0.00212412,0,1,3736,0,11
672,157,f4_extbodyheat,extbodyheat,9,click,31708,595.322,0.23413,0.25,1,7552,0,11
672,158,f4_extbodyheat,extbodyheat,9,click,31698,615.285,0.513523,0.5,1,5296,0,11
672,159,f4_extbodyheat,extbodyheat,9,click,31712,731.296,0.706731,0.75,1,4168,0,11
672,160,f4_extbodyheat,extbodyheat,9,click,31694,586.246,0.968368,1,1,3496,0,11
672,161,f4_spectral,spectral,9,click,31583,415.169,0.0103237,0,1,5536,0,11
672,162,f4_spectral,spectral,9,click,31598,730.36,0.286348,0.25,1,8192,0,11
672,163,f4_spectral,spectral,9,click,31592,490.231,0.484128,0.5,1,5496,0,11
672,164,f4_spectral,spectral,9,click,31577,596.5,0.846171,0.75,1,7576,0,11
672,165,f4_spectral,spectral,9,click,31588,235.245,0.994718,1,1,9864,0,11
672,196,f5_singlehue,singlehue,11,click,31480,18.7,0.02429,0,1,7264,0,11
672,197,f5_singlehue,singlehue,11,click,31474,568.512,0.0417641,0.25,0,11088,0,11
672,198,f5_singlehue,singlehue,11,click,31469,505.369,0.363515,0.5,0,7536,0,11
672,199,f5_singlehue,singlehue,11,click,31486,577.218,0.448717,0.75,0,7688,0,11
672,200,f5_singlehue,singlehue,11,click,31464,467.443,0.858649,1,0,5296,0,11
672,201,f5_extbodyheat,extbodyheat,11,click,31726,579.356,0.00878787,0,1,4256,0,11
672,202,f5_extbodyheat,extbodyheat,11,click,31715,491.575,0.235954,0.25,1,6744,0,11
672,203,f5_extbodyheat,extbodyheat,11,click,31721,698.33,0.491642,0.5,1,4392,0,11
672,204,f5_extbodyheat,extbodyheat,11,click,31731,629.231,0.741168,0.75,1,6136,0,11
672,205,f5_extbodyheat,extbodyheat,11,click,31718,776.48,0.968675,1,1,4296,0,11
672,206,f5_spectral,spectral,11,click,31609,735.57,0.039173,0,1,11360,0,11
672,207,f5_spectral,spectral,11,click,31623,554.93,0.212813,0.25,1,14528,0,11
672,208,f5_spectral,spectral,11,click,31611,651.285,0.498771,0.5,1,4696,0,11
672,209,f5_spectral,spectral,11,click,31602,523.65,0.752655,0.75,1,9624,0,11
672,210,f5_spectral,spectral,11,click,31616,513.57,0.961106,1,1,5384,0,11
673,31,f1_bodyheat,bodyheat,3,click,31826,296.361,0.00171695,0,1,5072,0,16
673,32,f1_bodyheat,bodyheat,3,click,31820,705.517,0.328653,0.25,1,5984,0,16
673,33,f1_bodyheat,bodyheat,3,click,31836,613.11,0.554495,0.5,1,12904,0,16
673,34,f1_bodyheat,bodyheat,3,click,31810,610.336,0.716299,0.75,1,8809,0,16
673,35,f1_bodyheat,bodyheat,3,click,31815,479.243,0.98555,1,1,3528,0,16
673,36,f1_coolwarm,coolwarm,3,click,31448,555.278,0.00942373,0,1,6441,0,16
673,37,f1_coolwarm,coolwarm,3,click,31434,621.351,0.19356,0.25,1,14896,0,16
673,38,f1_coolwarm,coolwarm,3,click,31459,443.41,0.540499,0.5,1,10328,0,16
673,39,f1_coolwarm,coolwarm,3,click,31442,345.328,0.791131,0.75,1,15977,0,16
673,40,f1_coolwarm,coolwarm,3,click,31453,331.388,0.987051,1,1,7104,0,16
673,41,f1_blueyellow,blueyellow,3,click,31633,239.245,0.0278773,0,1,3816,0,16
673,42,f1_blueyellow,blueyellow,3,click,31639,783.451,0.200166,0.25,1,11560,0,16
673,43,f1_blueyellow,blueyellow,3,click,31625,647.377,0.531496,0.5,1,7761,0,16
673,44,f1_blueyellow,blueyellow,3,click,31631,698.233,0.70017,0.75,1,12152,0,16
673,45,f1_blueyellow,blueyellow,3,click,31645,469.391,0.979876,1,1,6456,0,16
673,76,f2_bodyheat,bodyheat,5,click,31844,440.34,0.0142848,0,1,7360,0,16
673,77,f2_bodyheat,bodyheat,5,click,31860,537.226,0.265761,0.25,1,32113,0,16
673,78,f2_bodyheat,bodyheat,5,click,31865,217.232,0.446552,0.5,1,8936,0,16
673,79,f2_bodyheat,bodyheat,5,click,31874,732.27,0.642556,0.75,0,5008,0,16
673,80,f2_bodyheat,bodyheat,5,click,31870,745.493,0.99773,1,1,6544,0,16
673,81,f2_coolwarm,coolwarm,5,click,31481,378.577,0.0351278,0,1,5640,0,16
673,82,f2_coolwarm,coolwarm,5,click,31495,431.437,0.255031,0.25,1,6561,0,16
673,83,f2_coolwarm,coolwarm,5,click,31475,613.247,0.484456,0.5,1,15240,0,16
673,84,f2_coolwarm,coolwarm,5,click,31488,368.93,0.71869,0.75,1,10304,0,16
673,85,f2_coolwarm,coolwarm,5,click,31466,445.341,0.959769,1,1,7313,0,16
673,86,f2_blueyellow,blueyellow,5,click,31671,781.454,0.0430599,0,1,4488,0,16
673,87,f2_blueyellow,blueyellow,5,click,31682,789.395,0.317619,0.25,1,12521,0,16
673,88,f2_blueyellow,blueyellow,5,click,31697,773.395,0.29742,0.5,0,24689,0,16
673,89,f2_blueyellow,blueyellow,5,click,31667,128.24,0.768364,0.75,1,21328,0,16
673,90,f2_blueyellow,blueyellow,5,click,31651,366.343,0.968581,1,1,7593,0,16
673,121,f3_bodyheat,bodyheat,7,click,31885,309.612,0.0494448,0,1,5081,0,16
673,122,f3_bodyheat,bodyheat,7,click,31881,726.433,0.410862,0.25,0,7360,0,16
673,123,f3_bodyheat,bodyheat,7,click,31891,770.143,0.43315,0.5,1,6048,0,16
673,124,f3_bodyheat,bodyheat,7,click,31902,421.34,0.788518,0.75,1,5096,0,16
673,125,f3_bodyheat,bodyheat,7,click,31897,455.334,0.987135,1,1,4977,0,16
673,126,f3_coolwarm,coolwarm,7,click,31531,579.581,0.0152101,0,1,5617,0,16
673,127,f3_coolwarm,coolwarm,7,click,31524,527.508,0.230023,0.25,1,15320,0,16
673,128,f3_coolwarm,coolwarm,7,click,31537,367.188,0.481012,0.5,1,7624,0,16
673,129,f3_coolwarm,coolwarm,7,click,31514,233.235,0.762595,0.75,1,16504,0,16
673,130,f3_coolwarm,coolwarm,7,click,31503,356.288,0.955028,1,1,5193,0,16
673,131,f3_blueyellow,blueyellow,7,click,31703,393.334,0.0177909,0,1,3416,0,16
673,132,f3_blueyellow,blueyellow,7,click,31730,417.419,0.168261,0.25,1,22209,0,16
673,133,f3_blueyellow,blueyellow,7,click,31749,698.42,0.427792,0.5,1,59778,0,16
673,134,f3_blueyellow,blueyellow,7,click,31711,462.265,0.686753,0.75,1,12800,0,16
673,135,f3_blueyellow,blueyellow,7,click,31717,807.169,0.928976,1,1,7672,0,16
673,166,f4_bodyheat,bodyheat,9,click,31928,206.53,0.0373565,0,1,6768,0,16
673,167,f4_bodyheat,bodyheat,9,click,31921,692.366,0.26607,0.25,1,14416,0,16
673,168,f4_bodyheat,bodyheat,9,click,31911,191.345,0.583172,0.5,1,5400,0,16
673,169,f4_bodyheat,bodyheat,9,click,31936,578.164,0.77508,0.75,1,8057,0,16
673,170,f4_bodyheat,bodyheat,9,click,31907,275.303,0.0181881,1,0,7072,0,16
673,171,f4_coolwarm,coolwarm,9,click,31542,653.58,0.0787728,0,1,5504,0,16
673,172,f4_coolwarm,coolwarm,9,click,31548,298.428,0.288491,0.25,1,7288,0,16
673,173,f4_coolwarm,coolwarm,9,click,31556,613.143,0.510169,0.5,1,6248,0,16
673,174,f4_coolwarm,coolwarm,9,click,31570,534.204,0.758205,0.75,1,25961,0,16
673,175,f4_coolwarm,coolwarm,9,click,31575,242.51,0.940051,1,1,8392,0,16
673,176,f4_blueyellow,blueyellow,9,click,31773,212.565,0.0340505,0,1,11872,0,16
673,177,f4_blueyellow,blueyellow,9,click,31764,465.275,0.281385,0.25,1,25777,0,16
673,178,f4_blueyellow,blueyellow,9,click,31776,409.331,0.640025,0.5,0,7497,0,16
673,179,f4_blueyellow,blueyellow,9,click,31753,424.348,0.589794,0.75,0,6824,0,16
673,180,f4_blueyellow,blueyellow,9,click,31766,571.503,0.932135,1,1,5392,0,16
673,211,f5_bodyheat,bodyheat,11,click,31941,515.112,0.0473209,0,1,8488,0,16
673,212,f5_bodyheat,bodyheat,11,click,31961,605.461,0.331732,0.25,1,11097,0,16
673,213,f5_bodyheat,bodyheat,11,click,31945,801.349,0.518174,0.5,1,7904,0,16
673,214,f5_bodyheat,bodyheat,11,click,31956,774.129,0.689741,0.75,1,17969,0,16
673,215,f5_bodyheat,bodyheat,11,click,31949,208.271,0.074337,1,0,5841,0,16
673,216,f5_coolwarm,coolwarm,11,click,31581,392.557,0.0585159,0,1,6368,0,16
673,217,f5_coolwarm,coolwarm,11,click,31604,178.376,0.327641,0.25,1,14361,0,16
673,218,f5_coolwarm,coolwarm,11,click,31595,225.156,0.453241,0.5,1,19889,0,16
673,219,f5_coolwarm,coolwarm,11,click,31614,509.118,0.67001,0.75,1,20856,0,16
673,220,f5_coolwarm,coolwarm,11,click,31620,489.94,0.935865,1,1,8488,0,16
673,221,f5_blueyellow,blueyellow,11,click,31787,238.355,0.0137839,0,1,5385,0,16
673,222,f5_blueyellow,blueyellow,11,click,31801,262.199,0.260805,0.25,1,12560,0,16
673,223,f5_blueyellow,blueyellow,11,click,31782,688.347,0.513501,0.5,1,4528,0,16
673,224,f5_blueyellow,blueyellow,11,click,31795,345.92,0.729978,0.75,1,8217,0,16
673,225,f5_blueyellow,blueyellow,11,click,31780,516.6,0.880876,1,0,5728,0,16
674,1,f1_greyscale,greyscale,3,click,31706,219.402,0.0260668,0,1,12240,0,6
674,2,f1_greyscale,greyscale,3,click,31678,147.295,0.172815,0.25,1,14941,0,6
674,3,f1_greyscale,greyscale,3,click,31696,325.216,0.413462,0.5,1,10130,0,6
674,4,f1_greyscale,greyscale,3,click,31689,589.262,0.692664,0.75,1,14663,0,6
674,5,f1_greyscale,greyscale,3,click,31725,477.241,0.985208,1,1,7603,0,6
674,6,f1_cubehelix,cubehelix,3,click,31862,548.26,0.00344489,0,1,4375,0,6
674,7,f1_cubehelix,cubehelix,3,click,31858,466.348,0.272589,0.25,1,8991,0,6
674,8,f1_cubehelix,cubehelix,3,click,31854,418.469,0.487421,0.5,1,10180,0,6
674,9,f1_cubehelix,cubehelix,3,click,31872,346.326,0.779804,0.75,1,13570,0,6
674,10,f1_cubehelix,cubehelix,3,click,31864,333.385,0.986405,1,1,6549,0,6
674,11,f1_rainbow,rainbow,3,click,31477,306.27,0.00530129,0,1,9059,0,6
674,12,f1_rainbow,rainbow,3,click,31484,489.236,0.219495,0.25,1,10330,0,6
674,13,f1_rainbow,rainbow,3,click,31490,412.325,0.451575,0.5,1,7028,0,6
674,14,f1_rainbow,rainbow,3,click,31470,550.393,0.735759,0.75,1,8824,0,6
674,15,f1_rainbow,rainbow,3,click,31462,482.387,0.985292,1,1,5443,0,6
674,46,f2_greyscale,greyscale,5,click,31760,472.38,0.00789692,0,1,4024,0,6
674,47,f2_greyscale,greyscale,5,click,31744,369.419,0.275651,0.25,1,19074,0,6
674,48,f2_greyscale,greyscale,5,click,31767,293.318,0.767864,0.5,0,20829,0,6
674,49,f2_greyscale,greyscale,5,click,31757,274.277,0.669933,0.75,1,17693,0,6
674,50,f2_greyscale,greyscale,5,click,31748,426.551,0.929396,1,1,6333,0,6
674,51,f2_cubehelix,cubehelix,5,click,31878,366.263,0.000213238,0,1,5079,0,6
674,52,f2_cubehelix,cubehelix,5,click,31906,378.417,0.260974,0.25,1,7468,0,6
674,53,f2_cubehelix,cubehelix,5,click,31900,493.408,0.462274,0.5,1,7335,0,6
674,54,f2_cubehelix,cubehelix,5,click,31892,515.313,0.784775,0.75,1,8296,0,6
674,55,f2_cubehelix,cubehelix,5,click,31884,463.341,0.982917,1,1,8506,0,6
674,56,f2_rainbow,rainbow,5,click,31509,450.275,0.00777551,0,1,5086,0,6
674,57,f2_rainbow,rainbow,5,click,31499,542.378,0.235675,0.25,1,10614,0,6
674,58,f2_rainbow,rainbow,5,click,31507,405.384,0.53083,0.5,1,6696,0,6
674,59,f2_rainbow,rainbow,5,click,31518,744.16,0.701221,0.75,1,10601,0,6
674,60,f2_rainbow,rainbow,5,click,31523,744.138,0.997619,1,1,9157,0,6
674,91,f3_greyscale,greyscale,7,click,31788,395.307,0.0521834,0,1,4891,0,6
674,92,f3_greyscale,greyscale,7,click,31783,270.266,0.295709,0.25,1,6406,0,6
674,93,f3_greyscale,greyscale,7,click,31772,302.269,0.360165,0.5,0,10108,0,6
674,94,f3_greyscale,greyscale,7,click,31774,342.356,0.382176,0.75,0,4840,0,6
674,95,f3_greyscale,greyscale,7,click,31778,452.335,0.984684,1,1,7863,0,6
674,96,f3_cubehelix,cubehelix,7,click,31937,425.353,0.0183057,0,1,4172,0,6
674,97,f3_cubehelix,cubehelix,7,click,31913,175.337,0.214188,0.25,1,11969,0,6
674,98,f3_cubehelix,cubehelix,7,click,31922,567.227,0.449033,0.5,1,11708,0,6
674,99,f3_cubehelix,cubehelix,7,click,31926,377.276,0.783964,0.75,1,6067,0,6
674,100,f3_cubehelix,cubehelix,7,click,31931,358.289,0.968522,1,1,5741,0,6
674,101,f3_rainbow,rainbow,7,click,31543,385.322,0.0403527,0,1,5230,0,6
674,102,f3_rainbow,rainbow,7,click,31550,611.168,0.244205,0.25,1,7439,0,6
674,103,f3_rainbow,rainbow,7,click,31539,506.587,0.507717,0.5,1,20761,0,6
674,104,f3_rainbow,rainbow,7,click,31567,416.291,0.733831,0.75,1,20802,0,6
674,105,f3_rainbow,rainbow,7,click,31555,460.292,0.984668,1,1,7704,0,6
674,136,f4_greyscale,greyscale,9,click,31811,402.474,0.0123493,0,1,9230,0,6
674,137,f4_greyscale,greyscale,9,click,31817,308.272,0.198821,0.25,1,7320,0,6
674,138,f4_greyscale,greyscale,9,click,31803,493.311,0.470144,0.5,1,7695,0,6
674,139,f4_greyscale,greyscale,9,click,31793,588.538,0.403083,0.75,0,7145,0,6
674,140,f4_greyscale,greyscale,9,click,31797,574.119,0.949796,1,1,5775,0,6
674,141,f4_cubehelix,cubehelix,9,click,31946,624.479,0.0193304,0,1,6552,0,6
674,142,f4_cubehelix,cubehelix,9,click,31952,615.439,0.307089,0.25,1,10761,0,6
674,143,f4_cubehelix,cubehelix,9,click,31954,452.259,0.483466,0.5,1,4520,0,6
674,144,f4_cubehelix,cubehelix,9,click,31943,562.229,0.809818,0.75,1,9084,0,6
674,145,f4_cubehelix,cubehelix,9,click,31957,584.246,0.976159,1,1,4182,0,6
674,146,f4_rainbow,rainbow,9,click,31596,408.162,0.000275912,0,1,11933,0,6
674,147,f4_rainbow,rainbow,9,click,31589,540.407,0.297085,0.25,1,22471,0,6
674,148,f4_rainbow,rainbow,9,click,31613,212.249,0.463315,0.5,1,14890,0,6
674,149,f4_rainbow,rainbow,9,click,31605,533.473,0.724379,0.75,1,13726,0,6
674,150,f4_rainbow,rainbow,9,click,31618,233.244,0.997577,1,1,4864,0,6
674,181,f5_greyscale,greyscale,11,click,31833,420.29,0.045719,0,1,4475,0,6
674,182,f5_greyscale,greyscale,11,click,31848,354.373,0.299231,0.25,1,5532,0,6
674,183,f5_greyscale,greyscale,11,click,31824,370.324,0.34847,0.5,0,10954,0,6
674,184,f5_greyscale,greyscale,11,click,31842,335.548,0.569014,0.75,0,10802,0,6
674,185,f5_greyscale,greyscale,11,click,31829,685.84,0.91368,1,1,6057,0,6
674,186,f5_cubehelix,cubehelix,11,click,31968,562.497,0.0407575,0,1,9015,0,6
674,187,f5_cubehelix,cubehelix,11,click,31975,504.444,0.313441,0.25,1,6824,0,6
674,188,f5_cubehelix,cubehelix,11,click,31965,627.263,0.507414,0.5,1,11138,0,6
674,189,f5_cubehelix,cubehelix,11,click,31960,326.303,0.759243,0.75,1,10304,0,6
674,190,f5_cubehelix,cubehelix,11,click,31973,492.92,0.952567,1,1,7444,0,6
674,191,f5_rainbow,rainbow,11,click,31656,559.376,0.0087149,0,1,18375,0,6
674,192,f5_rainbow,rainbow,11,click,31622,566.468,0.274988,0.25,1,8134,0,6
674,193,f5_rainbow,rainbow,11,click,31666,448.427,0.508026,0.5,1,8509,0,6
674,194,f5_rainbow,rainbow,11,click,31634,698.551,0.723064,0.75,1,14133,0,6
674,195,f5_rainbow,rainbow,11,click,31627,328.92,0.957037,1,1,6942,0,6
676,31,f1_bodyheat,bodyheat,3,click,32124,182.432,0.0237831,0,1,11693,0,13
676,32,f1_bodyheat,bodyheat,3,click,32125,748.182,0.250777,0.25,1,15607,0,13
676,33,f1_bodyheat,bodyheat,3,click,32123,708.91,0.552052,0.5,1,66787,0,13
676,34,f1_bodyheat,bodyheat,3,click,32121,742.316,0.705304,0.75,1,42830,0,13
676,35,f1_bodyheat,bodyheat,3,click,32122,492.25,0.994534,1,1,10186,0,13
676,36,f1_coolwarm,coolwarm,3,click,32291,583.253,0.0253035,0,1,18300,0,13
676,37,f1_coolwarm,coolwarm,3,click,32298,605.359,0.204511,0.25,1,32551,0,13
676,38,f1_coolwarm,coolwarm,3,click,32287,479.41,0.462951,0.5,1,34243,0,13
676,39,f1_coolwarm,coolwarm,3,click,32304,191.289,0.717621,0.75,1,32027,0,13
676,40,f1_coolwarm,coolwarm,3,click,32309,332.376,0.993572,1,1,23865,0,13
676,41,f1_blueyellow,blueyellow,3,click,32400,195.616,0.332791,0,0,77313,0,13
676,42,f1_blueyellow,blueyellow,3,click,32386,362.541,0.262457,0.25,1,47553,0,13
676,43,f1_blueyellow,blueyellow,3,click,32409,397.427,0.538511,0.5,1,20535,0,13
676,44,f1_blueyellow,blueyellow,3,click,32389,712.177,0.633652,0.75,0,10667,0,13
676,45,f1_blueyellow,blueyellow,3,click,32404,434.76,0.192452,1,0,18865,0,13
676,76,f2_bodyheat,bodyheat,5,click,32128,506.436,0.03456,0,1,8807,0,13
676,77,f2_bodyheat,bodyheat,5,click,32129,295.451,0.149622,0.25,0,21152,0,13
676,78,f2_bodyheat,bodyheat,5,click,32127,18.515,0.430871,0.5,1,51650,0,13
676,79,f2_bodyheat,bodyheat,5,click,32126,452.526,0.680408,0.75,1,38865,0,13
676,80,f2_bodyheat,bodyheat,5,click,32130,359.29,0.979605,1,1,8569,0,13
676,81,f2_coolwarm,coolwarm,5,click,32319,371.294,0.0275755,0,1,12055,0,13
676,82,f2_coolwarm,coolwarm,5,click,32325,728.407,0.300705,0.25,1,25221,0,13
676,83,f2_coolwarm,coolwarm,5,click,32323,552.119,0.450362,0.5,1,43905,0,13
676,84,f2_coolwarm,coolwarm,5,click,32317,359.83,0.631158,0.75,0,47050,0,13
676,85,f2_coolwarm,coolwarm,5,click,32326,303.188,0.0403352,1,0,6367,0,13
676,86,f2_blueyellow,blueyellow,5,click,32417,781.451,0.045346,0,1,41009,0,13
676,87,f2_blueyellow,blueyellow,5,click,32434,716.225,0.242613,0.25,1,11342,0,13
676,88,f2_blueyellow,blueyellow,5,click,32430,248.381,0.491347,0.5,1,31648,0,13
676,89,f2_blueyellow,blueyellow,5,click,32438,785.121,0.665023,0.75,1,19669,0,13
676,90,f2_blueyellow,blueyellow,5,click,32420,770.43,0.9567,1,1,8261,0,13
676,121,f3_bodyheat,bodyheat,7,click,32139,411.254,0.0542669,0,1,8999,0,13
676,122,f3_bodyheat,bodyheat,7,click,32131,627.47,0.189973,0.25,1,17246,0,13
676,123,f3_bodyheat,bodyheat,7,click,32141,479.416,0.380201,0.5,0,10663,0,13
